type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,2024,4,3,2,1,2,6534,2040,2,05-31-18,492400,for_sale
single_family,2024,4,3,3,1,4,10019,2278,1,05-31-18,709900,for_sale
single_family,2024,3,2,2,1,2,2178,1538,1,05-31-18,465000,for_sale
land,2003,4,0,2,1,2,7797240,2400,2,05-31-18,1350000,for_sale
single_family,2023,7,8,6,2,3,44431,9807,3,05-13-22,4999900,for_sale
single_family,2018,5,4,4,1,3,73616,5946,1,05-31-18,1800000,for_sale
single_family,1995,4,4,4,1,5,21780,4302,1,05-31-18,950000,for_sale
single_family,1992,4,2,2,1,2,12632,1762,2,05-31-18,515000,for_sale
single_family,2019,6,3,2,1,3,13504,4920,3,07-01-19,849999,for_sale
single_family,1985,6,4,2,1,2,10019,3736,3,05-31-18,450000,for_sale
single_family,1960,2,1,1,1,2,13939,1759,2,05-31-18,217500,for_sale
single_family,2015,4,2,2,1,1,6534,2112,2,05-03-18,400000,for_sale
townhomes,1985,4,3,2,1,2,13939,1522,3,09-10-96,380000,for_sale
single_family,2008,6,4,3,1,3,20473,5313,3,03-30-09,948400,for_sale
single_family,2013,7,5,3,1,3,15682,4608,3,01-10-17,1299000,for_sale
single_family,2021,3,3,3,1,3,6534,1893,1,03-16-22,682000,for_sale
single_family,2001,5,3,2,1,3,10454,3915,2,07-14-16,975000,for_sale
single_family,2007,8,9,7,2,4,6969600,11923,3,05-31-18,12900000,for_sale
single_family,2017,3,4,3,1,3,33977,4238,1,12-11-13,3200000,for_sale
mobile,2021,3,2,2,1,2,13939,1493,1,05-31-18,154900,for_sale
townhomes,2009,4,4,3,1,1,871,1868,3,10-15-09,374500,for_sale
mobile,2021,3,2,2,1,2,13939,1456,1,05-31-18,239000,for_sale
townhomes,1986,2,2,2,1,2,871,1010,2,05-13-21,275000,for_sale
single_family,1992,5,4,2,1,3,9583,3240,3,05-31-18,825000,for_sale
mobile,1970,2,1,1,1,2,13939,900,1,05-31-18,49999,for_sale
single_family,2017,6,6,4,1,5,23522,6564,3,01-29-16,1500000,for_sale
single_family,1989,5,2,2,1,2,12197,2846,2,03-26-99,519900,for_sale
single_family,2007,8,6,2,1,4,19166,8243,3,06-29-17,2300000,for_sale
single_family,1942,4,2,1,1,1,13068,3084,2,12-28-21,420000,for_sale
townhomes,1982,2,2,2,1,2,871,1043,2,05-31-18,210000,for_sale
mobile,1979,2,1,1,1,2,23958,924,1,05-31-18,185000,for_sale
single_family,2014,5,4,3,1,4,12197,3737,2,02-06-14,950000,for_sale
mobile,1998,3,2,2,1,2,13939,1716,1,05-31-18,195500,for_sale
single_family,1918,6,3,2,3,2,37026,5708,3,05-31-18,1200000,for_sale
condos,1985,1,1,1,1,1,13939,560,1,02-12-07,316700,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,39000,for_sale
single_family,2024,3,2,2,1,3,10019,2034,1,05-31-18,650000,for_sale
single_family,1959,4,3,1,1,1,16988,2152,3,10-15-10,925000,for_sale
single_family,2007,4,4,3,1,2,6534,3420,3,09-11-23,710000,for_sale
single_family,1999,7,10,5,3,4,39640,11211,3,06-07-13,7200000,for_sale
single_family,1943,4,2,1,1,2,7405,1816,2,09-08-22,390000,for_sale
single_family,2022,9,7,6,1,4,98010,8763,3,05-31-18,3950000,for_sale
mobile,2013,3,2,2,1,2,4356,900,1,05-31-18,250000,for_sale
single_family,1996,3,2,2,1,2,3049,1568,1,11-01-11,415000,for_sale
single_family,1954,3,2,1,1,2,6970,1176,1,02-24-15,400000,for_sale
single_family,2023,4,3,3,1,2,17424,2223,1,05-31-18,629000,for_sale
single_family,1982,3,3,2,1,2,12197,2024,2,07-20-17,447000,for_sale
townhomes,2007,2,2,2,1,2,3049,1320,1,05-31-18,489900,for_sale
single_family,1960,3,2,2,1,2,8712,1783,2,07-13-18,500000,for_sale
single_family,1999,5,4,2,1,2,10454,3887,2,04-29-03,670000,for_sale
condos,1973,2,1,1,1,2,3485,1048,1,06-04-18,310000,for_sale
single_family,2006,3,2,2,1,2,7841,1536,1,05-31-18,450000,for_sale
single_family,1992,6,4,3,1,2,9148,3088,3,07-19-06,620000,for_sale
land,2003,4,0,2,1,2,2614,2400,2,05-31-18,105000,for_sale
land,2003,4,0,2,1,2,143748,2400,2,05-31-18,105000,for_sale
townhomes,1987,3,3,1,1,2,1742,1869,3,10-13-17,935000,for_sale
single_family,2005,4,3,2,1,3,19166,2900,3,03-03-22,695000,for_sale
single_family,1979,3,2,2,1,2,9583,2560,2,05-31-18,425000,for_sale
land,2003,4,0,2,1,2,13985809,2400,2,05-31-18,59900,for_sale
single_family,2022,4,3,2,1,3,13068,4267,3,05-31-18,1000000,for_sale
land,2003,4,0,2,1,2,375052,2400,2,05-31-18,39000,for_sale
single_family,2024,4,3,2,1,2,5227,2976,3,05-31-18,501990,for_sale
single_family,1993,4,4,4,1,2,50530,1904,4,05-31-18,476000,for_sale
single_family,2024,7,8,6,2,2,27878,10702,4,08-06-96,7330000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,35000,for_sale
townhomes,2017,3,3,1,1,2,1307,2150,3,10-31-17,485000,for_sale
single_family,2012,5,3,3,1,2,6098,2934,2,06-10-22,639000,for_sale
single_family,1984,4,3,2,1,2,7405,2079,3,03-23-17,500000,for_sale
single_family,1992,3,3,3,1,2,33541,2557,2,11-20-18,899900,for_sale
land,2003,4,0,2,1,2,812394,2400,2,05-31-18,140000,for_sale
single_family,2024,2,3,2,1,3,10890,4402,2,05-31-18,1185000,for_sale
condos,1970,2,2,1,1,1,13939,1050,2,06-14-17,315000,for_sale
single_family,2001,4,4,4,1,1,20038,2690,2,05-31-18,789000,for_sale
townhomes,2020,4,3,3,1,2,871,1996,3,07-10-20,439900,for_sale
townhomes,2018,3,2,2,1,2,871,1347,2,02-15-22,375000,for_sale
townhomes,2022,3,3,2,1,2,436,1630,2,05-16-22,395000,for_sale
single_family,2017,5,4,3,1,2,7405,3088,3,07-01-19,530000,for_sale
single_family,1886,1,1,1,1,2,50530,950,1,10-19-11,429000,for_sale
land,2003,4,0,2,1,2,10454,2400,2,05-31-18,165000,for_sale
single_family,2024,3,2,2,1,3,21780,3804,2,05-31-18,814900,for_sale
townhomes,2007,3,3,2,1,1,871,1717,2,03-25-22,429888,for_sale
single_family,1957,3,2,2,1,2,8712,1566,1,07-26-21,549900,for_sale
single_family,1975,4,3,1,1,3,412078,3289,3,05-31-18,1400000,for_sale
land,2003,4,0,2,1,2,30492,2400,2,05-31-18,185000,for_sale
land,2003,4,0,2,1,2,210395,2400,2,05-31-18,50000,for_sale
townhomes,2005,3,3,3,1,2,2178,3038,2,05-31-18,580000,for_sale
land,2003,4,0,2,1,2,23522,2400,2,05-31-18,57500,for_sale
single_family,2005,5,3,3,1,2,4792,2722,2,04-24-20,540000,for_sale
single_family,2014,3,3,2,1,8,425146,2560,1,03-12-14,2595000,for_sale
townhomes,2006,4,3,3,1,2,436,2600,2,05-31-18,596000,for_sale
single_family,2008,4,4,2,1,3,19166,6773,3,07-08-13,2049000,for_sale
single_family,2004,3,3,3,1,2,3920,2300,1,09-14-10,796900,for_sale
single_family,2007,3,3,3,1,1,6970,1612,2,09-30-11,320000,for_sale
single_family,2003,6,4,3,1,2,8712,3208,2,12-30-03,625000,for_sale
single_family,1957,5,2,1,1,3,8712,2072,2,05-31-18,489900,for_sale
land,2003,4,0,2,1,2,225641,2400,2,05-31-18,150000,for_sale
land,2003,4,0,2,1,2,22651,2400,2,05-31-18,150000,for_sale
land,2003,4,0,2,1,2,433858,2400,2,03-24-06,239000,for_sale
single_family,2020,3,3,2,1,2,3920,1736,2,04-30-20,499500,for_sale
land,2003,4,0,2,1,2,49223,2400,2,05-31-18,150000,for_sale
single_family,2006,4,4,4,1,3,17860,5262,2,10-28-04,1500000,for_sale
single_family,2024,4,4,4,1,2,6970,2729,1,05-31-18,849000,for_sale
single_family,2021,5,3,3,1,4,25700,4629,3,05-31-18,695000,for_sale
single_family,1993,2,2,2,1,2,2614,1460,1,06-27-02,319900,for_sale
land,2003,4,0,2,1,2,53579,2400,2,05-31-18,27000,for_sale
mobile,2024,3,2,2,1,2,13939,869,1,05-31-18,119900,for_sale
single_family,2014,4,3,3,1,3,10890,2811,1,04-21-15,945000,for_sale
single_family,2019,3,2,1,1,3,10019,3888,2,06-25-19,597500,for_sale
single_family,2019,4,3,2,1,2,4356,3294,3,05-31-18,585000,for_sale
single_family,1995,2,2,2,1,2,2614,1209,1,01-04-12,324900,for_sale
single_family,2020,3,2,2,1,2,6098,1549,1,05-20-20,489000,for_sale
mobile,2000,3,4,3,1,1,6098,1973,2,05-31-18,389900,for_sale
townhomes,2023,3,3,3,1,2,1307,1600,2,05-31-18,399900,for_sale
single_family,1979,3,2,1,1,2,3485,1420,2,06-28-19,429899,for_sale
single_family,2007,5,3,3,1,8,44867,4950,2,10-12-21,829900,for_sale
mobile,1999,3,3,2,1,2,12197,1512,1,05-31-18,252000,for_sale
single_family,2021,4,3,3,1,3,10890,2876,1,05-31-18,850000,for_sale
single_family,2024,5,4,3,1,3,15246,5152,3,05-31-18,899900,for_sale
single_family,2024,3,3,2,1,3,14375,1604,1,05-31-18,559000,for_sale
land,2003,4,0,2,1,2,816314,2400,2,05-31-18,125000,for_sale
condos,2022,3,2,2,1,1,13939,1265,1,05-31-18,390000,for_sale
townhomes,1993,3,2,2,1,2,3485,1649,1,04-29-15,415000,for_sale
land,2003,4,0,2,1,2,228690,2400,2,05-31-18,125000,for_sale
mobile,1995,3,2,2,1,2,989683,1352,1,05-31-18,469000,for_sale
mobile,2023,3,2,2,1,2,13939,1568,1,05-31-18,230000,for_sale
townhomes,2006,4,4,3,1,2,3049,2175,3,08-20-14,452000,for_sale
condos,2005,3,3,2,1,1,1307,1621,2,12-10-21,450000,for_sale
single_family,1994,4,3,1,1,2,13068,3588,2,05-31-18,597000,for_sale
single_family,2007,4,3,2,1,3,10454,3348,2,12-21-07,740000,for_sale
single_family,2005,3,2,2,1,2,4356,1248,1,05-14-18,355000,for_sale
townhomes,2024,3,3,2,1,2,2178,1449,2,05-31-18,399990,for_sale
single_family,1943,4,2,1,1,2,54450,1579,2,05-31-18,349000,for_sale
single_family,2005,4,3,2,1,2,15246,2246,2,04-17-20,499900,for_sale
condos,1912,2,1,1,1,2,436,960,1,08-09-05,449900,for_sale
condos,1976,2,2,2,1,2,436,1385,1,12-29-17,644777,for_sale
land,2003,4,0,2,1,2,217364,2400,2,05-31-18,55000,for_sale
single_family,1946,4,3,1,1,1,29185,3075,3,05-31-18,699900,for_sale
single_family,1952,4,2,2,1,2,9148,1419,1,04-20-21,399900,for_sale
single_family,2024,5,4,4,1,2,9583,3035,2,05-31-18,655000,for_sale
single_family,1994,5,4,2,1,4,35719,4849,4,05-31-18,547000,for_sale
single_family,2003,1,1,1,1,2,21780,1280,2,05-31-18,475000,for_sale
townhomes,2007,3,2,2,1,1,871,1830,2,05-31-18,394000,for_sale
townhomes,2014,3,3,2,1,1,436,1702,2,09-03-14,249900,for_sale
land,2003,4,0,2,1,2,98446,2400,2,05-31-18,10000,for_sale
single_family,2024,4,3,2,1,2,13939,4163,3,05-31-18,778900,for_sale
townhomes,2023,2,2,1,1,2,5227,1275,1,05-31-18,350000,for_sale
single_family,2016,3,3,2,1,2,5663,2362,2,03-30-16,549900,for_sale
single_family,2012,3,2,2,1,3,23522,2462,1,02-25-14,969900,for_sale
single_family,2024,3,2,2,1,3,13504,3062,2,05-31-18,540000,for_sale
single_family,2021,3,2,2,1,2,6970,1330,1,05-11-21,475000,for_sale
single_family,2006,6,4,3,1,3,8712,3125,3,06-01-22,639900,for_sale
single_family,1998,3,3,1,1,2,12197,2294,2,08-17-22,449900,for_sale
single_family,1954,3,1,1,1,2,6534,1121,1,05-31-18,359900,for_sale
single_family,2020,5,4,3,1,3,17860,5156,3,10-16-20,1100000,for_sale
single_family,2019,6,4,3,1,3,10454,3876,2,06-22-18,899999,for_sale
single_family,2022,6,7,1,1,3,98446,5802,2,05-31-18,3600000,for_sale
single_family,1941,4,3,3,1,1,6534,2722,3,05-31-18,484900,for_sale
single_family,2011,3,2,2,1,2,10019,2487,1,04-01-13,699999,for_sale
single_family,1954,3,1,1,1,1,1307,1000,1,03-26-20,284000,for_sale
single_family,2016,5,4,3,1,3,8276,3808,2,02-02-17,775000,for_sale
mobile,1992,2,2,2,1,2,436,980,1,05-31-18,74999,for_sale
townhomes,2024,3,2,1,1,2,436,1304,2,05-31-18,270000,for_sale
mobile,1986,1,2,2,1,2,2614,688,1,03-05-19,184000,for_sale
single_family,2019,3,3,3,1,3,10019,2286,1,05-31-18,640000,for_sale
single_family,1982,4,3,3,1,4,3218213,2550,3,05-31-18,789000,for_sale
farm,2003,4,0,2,1,2,55539000,2400,2,05-31-18,4500000,for_sale
land,2003,4,0,2,1,2,4356,2400,2,05-31-18,349000,for_sale
single_family,1950,4,3,1,1,2,6098,1890,3,04-26-11,424900,for_sale
single_family,1978,4,3,2,1,2,3049,1934,2,03-21-05,575000,for_sale
single_family,1985,5,4,4,1,2,41818,3756,2,05-31-18,649000,for_sale
single_family,1951,3,1,1,1,1,5663,980,1,08-24-20,414500,for_sale
single_family,1991,1,1,1,1,1,226076,798,1,08-30-22,374000,for_sale
land,2003,4,0,2,1,2,49223,2400,2,05-31-18,69900,for_sale
townhomes,2024,3,3,2,1,2,436,2187,3,05-31-18,429990,for_sale
single_family,2000,4,3,2,1,2,13504,1875,4,09-29-21,549999,for_sale
single_family,2005,5,3,3,1,2,10454,2701,3,01-22-20,535000,for_sale
single_family,2018,5,4,3,1,2,48352,3242,2,05-31-18,549999,for_sale
single_family,2004,5,3,1,1,2,10890,3005,2,02-03-17,659900,for_sale
single_family,1985,3,2,2,1,2,15246,1758,2,05-31-18,369900,for_sale
land,2003,4,0,2,1,2,247421,2400,2,05-31-18,240000,for_sale
single_family,2006,5,4,2,1,3,11326,4207,2,09-17-20,835000,for_sale
condos,1989,3,3,1,1,2,2178,2648,2,05-31-18,397000,for_sale
single_family,1966,5,4,4,1,2,10454,2720,3,05-06-22,480000,for_sale
single_family,1930,3,3,2,1,2,9148,2456,2,05-31-18,234000,for_sale
single_family,2015,6,3,3,1,3,23087,3268,1,10-16-15,825000,for_sale
single_family,2015,4,2,2,1,3,10019,1980,1,05-06-15,655000,for_sale
single_family,1988,4,3,1,1,2,6534,2235,3,09-02-16,499900,for_sale
land,2003,4,0,2,1,2,21344,2400,2,05-31-18,225000,for_sale
land,2003,4,0,2,1,2,27878,2400,2,05-31-18,438285,for_sale
townhomes,1990,3,2,2,1,2,2614,1155,1,05-31-18,329900,for_sale
single_family,2024,4,4,4,1,3,10019,2655,1,05-31-18,960593,for_sale
single_family,2007,4,3,2,1,2,36155,2280,2,03-27-18,899000,for_sale
single_family,2005,3,2,2,1,2,8276,2586,2,05-31-18,410000,for_sale
single_family,1992,6,3,1,1,2,13068,2826,3,07-11-23,579900,for_sale
single_family,2014,5,3,2,1,2,47480,2626,2,01-09-14,620000,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,2000,for_sale
single_family,1975,3,1,1,1,2,10454,878,2,10-29-20,399000,for_sale
mobile,1978,3,2,2,1,2,16117,792,1,05-31-18,130000,for_sale
mobile,1978,3,2,1,1,2,13939,1100,1,05-31-18,64000,for_sale
farm,2003,4,0,2,1,2,130680,2400,2,05-31-18,289000,for_sale
single_family,1989,4,2,2,1,2,15246,2016,2,05-31-18,347000,for_sale
mobile,1977,3,2,2,1,4,92783,1410,2,05-31-18,445000,for_sale
single_family,2019,3,2,2,1,4,95396,1500,1,08-26-20,499900,for_sale
single_family,2007,4,5,2,1,2,45302,3000,3,03-06-08,879000,for_sale
mobile,1975,2,1,1,1,4,50530,728,1,05-31-18,395500,for_sale
single_family,1999,4,3,1,1,2,7841,1556,3,10-14-21,475000,for_sale
single_family,2006,6,6,4,2,7,17860,5439,3,11-22-06,1400000,for_sale
land,2003,4,0,2,1,2,13939200,2400,2,05-31-18,219000,for_sale
single_family,2024,6,4,4,1,3,10890,4025,2,05-31-18,899000,for_sale
single_family,2024,3,2,2,1,2,6534,3454,2,05-31-18,504900,for_sale
single_family,2000,6,4,2,1,3,9583,3994,3,06-27-00,780000,for_sale
single_family,1965,4,3,2,1,5,174676,4030,2,05-31-18,2900000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,280000,for_sale
single_family,2002,5,3,2,1,3,7841,3514,2,07-31-15,795000,for_sale
single_family,2024,6,5,4,1,3,9583,4991,2,05-31-18,1129900,for_sale
single_family,1970,6,4,1,1,2,12632,2241,2,04-28-22,415000,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,2000,for_sale
land,2003,4,0,2,1,2,45738,2400,2,05-31-18,25500,for_sale
townhomes,2020,4,4,2,1,2,2614,2855,3,05-31-18,565000,for_sale
single_family,1925,3,2,2,1,2,13939,1535,2,05-31-18,270000,for_sale
single_family,2001,7,6,4,1,6,39640,7940,3,03-30-21,2750000,for_sale
single_family,2002,8,8,6,2,2,20038,5761,3,09-24-01,1395000,for_sale
single_family,2004,6,3,3,1,2,19602,2839,2,09-01-09,573000,for_sale
single_family,2019,5,3,3,1,3,16988,4397,3,05-31-18,848800,for_sale
single_family,1996,3,2,2,1,2,17860,1650,1,10-04-04,584900,for_sale
single_family,1986,6,3,3,1,2,20473,3399,2,04-04-22,645000,for_sale
single_family,1949,2,1,2,1,2,4792,763,2,05-31-18,1185000,for_sale
single_family,1963,3,2,1,1,2,11326,2160,2,11-09-17,380000,for_sale
townhomes,1982,3,3,2,1,2,436,1420,3,05-31-18,405000,for_sale
single_family,2024,3,2,2,1,2,10890,1390,1,05-31-18,419990,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,275800,for_sale
condos,1964,2,1,1,1,2,436,1175,1,05-31-18,345000,for_sale
single_family,2001,3,2,2,1,2,27878,2065,2,05-31-18,610000,for_sale
single_family,2024,5,3,2,1,3,15246,4237,3,05-31-18,719900,for_sale
single_family,2016,2,3,3,1,2,4356,2520,2,04-30-18,669900,for_sale
single_family,1996,5,4,2,1,2,9148,2343,3,05-24-07,525000,for_sale
single_family,1998,4,4,4,1,3,3485,2336,1,07-02-21,599000,for_sale
single_family,2022,4,3,3,1,2,6970,2571,1,05-31-18,989000,for_sale
single_family,2022,4,4,3,1,2,10454,3436,2,05-31-18,1050000,for_sale
condos,1994,3,2,1,1,2,13939,1060,1,03-09-16,305000,for_sale
single_family,2013,4,8,4,3,4,244372,8000,2,05-31-18,22900000,for_sale
single_family,2016,6,4,3,1,4,125453,3837,3,05-31-18,1050000,for_sale
single_family,2010,5,4,2,1,3,9148,3885,3,10-27-21,835000,for_sale
single_family,2021,5,5,3,1,3,53143,5138,2,12-21-22,2998000,for_sale
single_family,1973,4,2,1,1,4,68389,2184,2,05-31-18,420000,for_sale
single_family,1980,4,2,1,1,1,7405,1888,2,05-08-17,439900,for_sale
townhomes,1996,3,2,2,1,2,2614,1354,1,03-03-04,375000,for_sale
townhomes,2002,3,4,3,1,2,1307,3280,4,01-27-20,925000,for_sale
single_family,2016,5,5,3,1,3,22651,6624,3,05-31-18,2800000,for_sale
single_family,2000,4,2,1,1,3,6970,1550,2,01-27-04,400000,for_sale
single_family,1968,4,2,2,1,1,16988,2000,2,02-27-23,475000,for_sale
mobile,1998,3,2,1,1,2,13939,884,1,05-31-18,42500,for_sale
land,2003,4,0,2,1,2,52708,2400,2,05-31-18,27500,for_sale
single_family,2024,3,2,2,1,2,5227,3401,2,05-31-18,591400,for_sale
single_family,1942,4,2,2,1,2,8712,2949,3,05-31-18,329000,for_sale
mobile,2002,3,2,2,1,2,6098,960,1,08-07-07,290000,for_sale
single_family,1932,4,2,1,1,2,7841,1232,2,12-02-10,437000,for_sale
single_family,1997,4,4,3,1,3,13939,3171,3,09-21-17,1150000,for_sale
single_family,1924,2,1,1,1,2,3485,1521,2,11-12-19,549000,for_sale
condos,1964,1,1,1,1,1,13939,898,1,05-31-18,419000,for_sale
townhomes,2004,3,4,2,2,2,871,2063,3,09-30-20,449000,for_sale
single_family,1982,4,3,2,1,2,8712,2552,2,03-29-17,600000,for_sale
single_family,1908,5,2,1,1,1,10890,2177,2,06-01-98,485000,for_sale
land,2003,4,0,2,1,2,20038,2400,2,05-31-18,89000,for_sale
single_family,1990,4,3,3,1,2,3049,1647,2,12-10-03,399000,for_sale
townhomes,2015,4,3,2,1,2,436,1936,2,05-31-18,450000,for_sale
townhomes,2024,3,3,2,1,1,436,1260,2,05-31-18,335000,for_sale
single_family,2017,3,2,2,1,2,7405,3510,2,06-26-20,535000,for_sale
mobile,1994,3,2,1,1,2,13939,952,1,05-31-18,72500,for_sale
single_family,2019,6,4,3,1,3,9583,4415,3,06-18-19,1500000,for_sale
single_family,1935,2,3,1,1,2,26136,1226,1,05-31-18,433000,for_sale
single_family,2000,2,2,2,1,2,436,2448,2,05-31-18,372000,for_sale
townhomes,2022,4,3,2,1,2,2178,1779,2,08-17-22,429900,for_sale
single_family,2024,4,3,2,1,3,10454,3941,3,05-31-18,614990,for_sale
townhomes,1989,2,2,2,1,2,3049,1383,1,05-31-19,315000,for_sale
single_family,2024,5,3,3,1,2,5663,3129,2,05-31-18,596000,for_sale
townhomes,2014,3,2,2,1,2,871,1309,2,07-01-22,364900,for_sale
townhomes,2024,3,3,2,1,2,1742,2317,3,05-31-18,389900,for_sale
mobile,2022,4,2,2,1,2,22216,1760,1,05-31-18,334000,for_sale
single_family,2024,6,7,6,1,3,9583,3642,3,09-30-21,1099000,for_sale
single_family,2005,5,3,2,1,4,19166,3982,2,09-07-05,750000,for_sale
condos,2006,3,2,2,1,2,13939,1683,1,04-13-16,499900,for_sale
mobile,1972,3,1,1,1,2,13939,1124,1,05-31-18,69900,for_sale
single_family,2010,5,6,3,1,2,16117,5510,2,05-31-18,3575000,for_sale
single_family,2018,5,4,3,1,2,7405,3392,2,01-24-19,695000,for_sale
land,2003,4,0,2,1,2,138521,2400,2,05-31-18,199000,for_sale
single_family,1998,3,2,2,1,2,7841,1486,1,06-01-21,475000,for_sale
single_family,1994,3,2,2,1,2,9583,1824,1,06-01-17,465000,for_sale
single_family,1974,4,2,1,1,2,8712,1680,2,11-08-16,539900,for_sale
single_family,1976,7,3,3,1,2,45738,3519,2,05-31-18,449999,for_sale
single_family,2002,1,1,1,1,1,10890,1162,2,05-31-18,299900,for_sale
single_family,1974,3,1,1,1,1,10019,1152,2,05-31-18,249000,for_sale
single_family,2023,3,2,2,1,3,10890,3160,2,05-31-18,539900,for_sale
single_family,2023,6,8,6,2,4,395089,9196,2,08-01-19,10800000,for_sale
condos,1974,3,3,1,1,2,871,2690,2,01-12-09,425000,for_sale
single_family,2024,4,3,2,1,2,5663,3354,3,05-31-18,521507,for_sale
single_family,2021,6,3,1,1,3,15246,3473,2,05-06-22,699900,for_sale
single_family,1986,4,3,3,1,2,43996,3264,2,05-31-18,799000,for_sale
mobile,1970,2,1,2,1,2,13939,732,1,05-31-18,56999,for_sale
single_family,1993,4,3,2,1,2,11761,3284,2,04-05-16,569400,for_sale
single_family,2023,5,5,2,1,3,10454,4540,2,05-31-18,1075000,for_sale
mobile,1977,3,1,1,1,2,435600,1036,1,05-31-18,249999,for_sale
land,2003,4,0,2,1,2,4176533,2400,2,05-31-18,1550000,for_sale
single_family,1994,4,3,3,1,2,77972,2420,3,05-31-18,1099000,for_sale
single_family,2023,4,4,3,1,3,43560,3184,2,05-31-18,1299000,for_sale
single_family,1953,5,2,2,1,2,12632,2526,2,05-31-18,400000,for_sale
mobile,1994,2,1,1,1,2,1220,950,1,05-31-18,30000,for_sale
single_family,1967,4,3,1,1,2,15682,3100,2,05-31-18,499900,for_sale
single_family,2018,5,4,4,1,5,14375,5057,2,09-12-17,1799999,for_sale
land,2003,4,0,2,1,2,228690,2400,2,05-31-18,449000,for_sale
single_family,2021,8,6,3,2,3,12632,4900,3,05-31-18,1675000,for_sale
townhomes,2003,4,4,2,1,2,1742,2310,3,03-30-04,464000,for_sale
single_family,2023,4,3,2,1,3,11761,4400,3,05-31-18,825000,for_sale
condos,2015,3,2,2,1,1,13939,1344,1,08-10-15,334900,for_sale
single_family,1962,3,2,2,1,2,13068,2126,2,05-31-18,440000,for_sale
single_family,2019,6,4,3,1,3,7405,3855,3,02-28-20,709900,for_sale
single_family,2022,4,4,3,1,2,3049,2833,2,10-11-22,1085000,for_sale
condos,1990,3,3,2,1,2,3485,1860,3,05-31-18,340000,for_sale
single_family,2017,3,2,2,1,2,10019,3745,2,07-14-17,660000,for_sale
single_family,1976,6,3,3,1,2,10890,2315,2,05-31-18,611200,for_sale
single_family,2023,4,3,2,1,3,7405,3140,3,05-31-18,759900,for_sale
single_family,2022,6,4,3,1,4,10019,3730,2,05-31-18,869900,for_sale
single_family,1905,2,1,1,1,1,4792,1008,2,05-31-18,167000,for_sale
single_family,2007,5,4,3,1,2,6970,3315,3,05-06-22,754900,for_sale
single_family,2012,5,4,4,1,4,12197,3960,2,10-12-12,874900,for_sale
land,2003,4,0,2,1,2,561924,2400,2,05-31-18,600000,for_sale
single_family,2021,3,3,3,1,2,12197,2306,2,05-31-18,1350000,for_sale
single_family,2011,3,2,2,1,3,7841,3321,2,02-26-18,629900,for_sale
single_family,2008,4,2,2,1,2,10019,1837,1,06-02-08,460000,for_sale
condos,2005,3,2,2,1,1,1307,1255,1,05-31-18,324900,for_sale
single_family,2023,5,5,3,1,3,10890,4748,2,05-31-18,1270000,for_sale
single_family,2018,4,4,2,1,2,7405,3966,2,05-31-18,750000,for_sale
single_family,2010,3,2,2,1,2,5227,1114,2,05-26-20,401000,for_sale
single_family,2020,3,2,2,1,3,9583,2675,2,01-10-20,505900,for_sale
single_family,2013,4,4,2,1,2,5663,3042,3,07-09-20,640000,for_sale
single_family,1986,3,1,1,1,2,108900,1152,1,05-31-18,425000,for_sale
single_family,1991,6,4,1,1,2,16117,2700,3,09-05-14,715000,for_sale
single_family,2021,4,4,4,1,4,55757,6547,3,05-31-18,1230000,for_sale
mobile,2003,3,2,2,1,2,55757,2479,1,09-10-07,459900,for_sale
single_family,2002,3,3,3,1,2,6534,2915,3,04-24-15,799900,for_sale
single_family,2024,5,3,3,1,3,12197,3917,2,05-31-18,1094900,for_sale
single_family,2010,1,1,1,1,2,12197,837,2,05-31-18,399929,for_sale
townhomes,2006,3,2,2,1,2,1742,1293,1,01-25-18,399000,for_sale
single_family,2004,7,6,5,1,3,22216,5586,3,06-11-18,1599000,for_sale
single_family,2004,4,3,2,1,2,2178,1760,2,08-30-19,440000,for_sale
single_family,1994,5,4,3,1,2,12632,3816,3,05-31-18,925000,for_sale
single_family,2020,4,3,2,1,3,10454,2303,2,12-31-20,719000,for_sale
land,2003,4,0,2,1,2,111949,2400,2,05-31-18,120000,for_sale
single_family,2024,3,2,2,1,2,6534,3325,2,05-31-18,499900,for_sale
single_family,1978,4,2,1,1,2,7841,2235,2,05-31-18,619990,for_sale
single_family,1954,3,2,1,1,2,7841,1176,1,05-22-20,405000,for_sale
single_family,1982,5,1,1,1,2,4792,2112,2,05-31-18,330000,for_sale
single_family,2003,5,4,3,1,2,8276,2486,3,11-28-17,529000,for_sale
single_family,2005,2,2,2,1,3,26572,2160,2,05-31-18,550000,for_sale
single_family,2000,4,3,2,1,2,10890,2722,4,07-27-17,499000,for_sale
single_family,2020,3,4,2,1,2,5227,3494,2,05-31-18,4300000,for_sale
land,2003,4,0,2,1,2,37462,2400,2,05-31-18,55000,for_sale
single_family,1991,5,6,4,2,3,23087,5463,2,06-15-05,2150000,for_sale
